_id,anno,pais,tipo_de_mercado,servicio,concepto,operador,tipo_de_ingreso,tipo_de_cliente,segmento,tipo_de_trafico,tipo_de_contrato,tipo_de_linea,tipo_de_mensaje,tipo_de_trafico_de_mensaje,tecnologia_de_acceso,velocidad_baf,tipo_de_oferta,tipo_de_tarifa,tipo_de_ce_minorista,tipo_de_circuito,tipo_de_emision,tipo_de_operador,tipo_de_medio,tipo_de_publicidad,tipo_de_contratacion,tipo_servicio_audiovisual_mayorista,tipo_de_ba_may,tipo_de_interconexion,tipo_de_tarificacion_en_interconexion,tipo_de_transmision_de_datos,tipo_de_ambito,tipo_de_acceso_de_infraestructuras,unidades,ingresos,ingresos_por_operador,clientes,clientes_por_operador,lineas_o_accesos,tasa_de_penetracion,lineas_o_accesos_por_operador,portabilidades,trafico,trafico_por_operador,mensajes,mensajes_por_operador_1,trafico_de_datos,trafico_de_datos_por_operador,circuitos,publicidad,contrataciones,fibra_oscura_por_operador,telefonos_publicos,cabinas,estaciones_base_por_operador
8464,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,Colt,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Transmisión de datos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,21.32,,,,,,,,,,,,,,,,,,,
8465,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,Euskaltel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alquiler de circuitos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,29.8,,,,,,,,,,,,,,,,,,,
8466,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,Global Crossing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alquiler de circuitos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,8.94,,,,,,,,,,,,,,,,,,,
8467,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alquiler de circuitos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,391.29,,,,,,,,,,,,,,,,,,,
8468,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Comunicaciones corporativas,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,33.82,,,,,,,,,,,,,,,,,,,
8469,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Transmisión de datos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,456.16,,,,,,,,,,,,,,,,,,,
8470,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,N/A,Alquiler de circuitos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alquiler de circuitos,Digital alta capacidad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,5.31,,,,,,,,,,,,,,,,,,,,
8471,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,N/A,Alquiler de circuitos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alquiler de circuitos,Digital baja capacidad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,347.21,,,,,,,,,,,,,,,,,,,,
8472,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,N/A,Alquiler de circuitos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alquiler de circuitos,Digital media capacidad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,114.54,,,,,,,,,,,,,,,,,,,,
8473,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,N/A,Alquiler de circuitos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alquiler de circuitos,Otros circuitos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,35.95,,,,,,,,,,,,,,,,,,,,
8474,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Comunicaciones corporativas,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,51.23,,,,,,,,,,,,,,,,,,,,
8475,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Transmisión de datos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ATM,N/A,N/A,Millones de euros,4.88,,,,,,,,,,,,,,,,,,,,
8476,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Transmisión de datos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Frame Relay,N/A,N/A,Millones de euros,156.26,,,,,,,,,,,,,,,,,,,,
8477,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Transmisión de datos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Otras líneas,N/A,N/A,Millones de euros,120.11,,,,,,,,,,,,,,,,,,,,
8478,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Transmisión de datos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RDSI,N/A,N/A,Millones de euros,0.68,,,,,,,,,,,,,,,,,,,,
8479,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Transmisión de datos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Redes IP,N/A,N/A,Millones de euros,486.09,,,,,,,,,,,,,,,,,,,,
8480,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Transmisión de datos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Redes VSAT,N/A,N/A,Millones de euros,4.24,,,,,,,,,,,,,,,,,,,,
8481,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Transmisión de datos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Servicios de información,N/A,N/A,Millones de euros,44.28,,,,,,,,,,,,,,,,,,,,
8482,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,N/A,Otros,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alquiler de circuitos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,0.14,,,,,,,,,,,,,,,,,,,,
8483,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,Orange,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alquiler de circuitos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,14.32,,,,,,,,,,,,,,,,,,,
8484,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,Orange,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Transmisión de datos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,24.26,,,,,,,,,,,,,,,,,,,
8485,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,Resto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alquiler de circuitos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,29.47,,,,,,,,,,,,,,,,,,,
8486,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,Resto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Comunicaciones corporativas,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,10.27,,,,,,,,,,,,,,,,,,,
8487,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,Resto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Transmisión de datos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,244.42,,,,,,,,,,,,,,,,,,,
8488,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alquiler de circuitos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,6.58,,,,,,,,,,,,,,,,,,,
8489,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Comunicaciones corporativas,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,7.13,,,,,,,,,,,,,,,,,,,
8490,2016,España,Servicio minorista,Comunicaciones de Empresa,Ingresos,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Transmisión de datos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,48.85,,,,,,,,,,,,,,,,,,,
8491,2016,España,Servicio minorista,Otros minorista,Ingresos,N/A,Datáfono,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,8.89,8.89,,,,,,,,,,,,,,,,,,,
8492,2016,España,Servicio minorista,Otros minorista,Ingresos,N/A,Otros,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,734.25,734.25,,,,,,,,,,,,,,,,,,,
8493,2016,España,Servicio minorista,Otros minorista,Ingresos,N/A,Reventa de servicio telefónico fijo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,25.46,25.46,,,,,,,,,,,,,,,,,,,
8494,2016,España,Servicio minorista,Otros minorista,Ingresos,N/A,Reventa de servicio telefónico móvil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,0.74,0.74,,,,,,,,,,,,,,,,,,,
8495,2016,España,Servicio minorista,Otros minorista,Ingresos,N/A,Servicios de tarificación adicional basados en el envío de mensajes SMS y/o MMS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,9.12,9.12,,,,,,,,,,,,,,,,,,,
8496,2016,España,Servicio minorista,Otros minorista,Ingresos,N/A,Servicios de voz sobre Internet  y centralitas virtuales,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,24.6,24.6,,,,,,,,,,,,,,,,,,,
8497,2016,España,Servicio minorista,Otros minorista,Ingresos,N/A,Servicios marítimos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,0.86,0.86,,,,,,,,,,,,,,,,,,,
8498,2016,España,Servicio minorista,Telefonía fija,Clientes,Euskaltel,N/A,Acceso directo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,549769.0,,,,,,,,,,,,,,,,,
8499,2016,España,Servicio minorista,Telefonía fija,Clientes,Euskaltel,N/A,Acceso indirecto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,20516.0,,,,,,,,,,,,,,,,,
8500,2016,España,Servicio minorista,Telefonía fija,Clientes,Grupo MASMOVIL,N/A,Acceso directo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,77995.0,,,,,,,,,,,,,,,,,
8501,2016,España,Servicio minorista,Telefonía fija,Clientes,Movistar,N/A,Acceso directo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,7144185.0,,,,,,,,,,,,,,,,,
8502,2016,España,Servicio minorista,Telefonía fija,Clientes,N/A,N/A,Acceso directo,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,2690971.0,,,,,,,,,,,,,,,,,,
8503,2016,España,Servicio minorista,Telefonía fija,Clientes,N/A,N/A,Acceso directo,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,12968773.0,,,,,,,,,,,,,,,,,,
8504,2016,España,Servicio minorista,Telefonía fija,Clientes,N/A,N/A,Acceso indirecto,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,97489.0,,,,,,,,,,,,,,,,,,
8505,2016,España,Servicio minorista,Telefonía fija,Clientes,N/A,N/A,Acceso indirecto,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,535827.0,,,,,,,,,,,,,,,,,,
8506,2016,España,Servicio minorista,Telefonía fija,Clientes,Orange,N/A,Acceso directo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,3560100.0,,,,,,,,,,,,,,,,,
8507,2016,España,Servicio minorista,Telefonía fija,Clientes,Orange,N/A,Acceso indirecto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,544765.0,,,,,,,,,,,,,,,,,
8508,2016,España,Servicio minorista,Telefonía fija,Clientes,Resto,N/A,Acceso directo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,301047.0,,,,,,,,,,,,,,,,,
8509,2016,España,Servicio minorista,Telefonía fija,Clientes,Resto,N/A,Acceso indirecto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,45738.0,,,,,,,,,,,,,,,,,
8510,2016,España,Servicio minorista,Telefonía fija,Clientes,Vodafone,N/A,Acceso directo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,4026648.0,,,,,,,,,,,,,,,,,
8511,2016,España,Servicio minorista,Telefonía fija,Clientes,Vodafone,N/A,Acceso indirecto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,22297.0,,,,,,,,,,,,,,,,,
8512,2016,España,Servicio minorista,Telefonía fija,Ingresos,Euskaltel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,158.86,,,,,,,,,,,,,,,,,,,
8513,2016,España,Servicio minorista,Telefonía fija,Ingresos,Grupo MASMOVIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,6.48,,,,,,,,,,,,,,,,,,,
8514,2016,España,Servicio minorista,Telefonía fija,Ingresos,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,1703.49,,,,,,,,,,,,,,,,,,,
8515,2016,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Otros,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,51.39,,,,,,,,,,,,,,,,,,,,
8516,2016,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Otros,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,73.85,,,,,,,,,,,,,,,,,,,,
8517,2016,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Negocios,Fijos nacionales,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,218.32,,,,,,,,,,,,,,,,,,,,
8518,2016,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Negocios,Inteligencia de red,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,75.35,,,,,,,,,,,,,,,,,,,,
8519,2016,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Negocios,Internacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,46.73,,,,,,,,,,,,,,,,,,,,
8520,2016,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Negocios,Móvil nacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,164.1,,,,,,,,,,,,,,,,,,,,
8521,2016,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,453.42,,,,,,,,,,,,,,,,,,,,
8522,2016,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Negocios,Otro tráfico,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,19.06,,,,,,,,,,,,,,,,,,,,
8523,2016,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Residencial,Fijos nacionales,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,459.3,,,,,,,,,,,,,,,,,,,,
8524,2016,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Residencial,Inteligencia de red,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,43.1,,,,,,,,,,,,,,,,,,,,
8525,2016,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Residencial,Internacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,34.21,,,,,,,,,,,,,,,,,,,,
8526,2016,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Residencial,Móvil nacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,173.1,,,,,,,,,,,,,,,,,,,,
8527,2016,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,774.3,,,,,,,,,,,,,,,,,,,,
8528,2016,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Residencial,Otro tráfico,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,26.48,,,,,,,,,,,,,,,,,,,,
8529,2016,España,Servicio minorista,Telefonía fija,Ingresos,Orange,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,219.73,,,,,,,,,,,,,,,,,,,
8530,2016,España,Servicio minorista,Telefonía fija,Ingresos,Resto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,76.79,,,,,,,,,,,,,,,,,,,
8531,2016,España,Servicio minorista,Telefonía fija,Ingresos,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,447.36,,,,,,,,,,,,,,,,,,,
8532,2016,España,Servicio minorista,Telefonía fija,Líneas,Euskaltel,N/A,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,227557.0,,,,,,,,,,,,,,
8533,2016,España,Servicio minorista,Telefonía fija,Líneas,Euskaltel,N/A,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,469808.0,,,,,,,,,,,,,,
8534,2016,España,Servicio minorista,Telefonía fija,Líneas,Grupo MASMOVIL,N/A,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,77995.0,,,,,,,,,,,,,,
8535,2016,España,Servicio minorista,Telefonía fija,Líneas,Movistar,N/A,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,3715688.0,,,,,,,,,,,,,,
8536,2016,España,Servicio minorista,Telefonía fija,Líneas,Movistar,N/A,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,5973321.0,,,,,,,,,,,,,,
8537,2016,España,Servicio minorista,Telefonía fija,Líneas,N/A,N/A,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,5912080.0,12.7,,,,,,,,,,,,,,,
8538,2016,España,Servicio minorista,Telefonía fija,Líneas,N/A,N/A,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,13575657.0,29.2,,,,,,,,,,,,,,,
8539,2016,España,Servicio minorista,Telefonía fija,Líneas,Orange,N/A,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,423694.0,,,,,,,,,,,,,,
