_id,mes,pais,servicio,concepto,operador,segmento,tecnologia_de_acceso,contrato,terminal_de_telefonia_movil,linea_ba_movil,tipo_de_ba_mayorista,tipo_de_portabilidad,unidades,lineas,tasa_de_penetracion,portabilidades
7622,2018-03,España,Banda Ancha móvil,Líneas,Vodafone,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1395690.0,3.0,
7623,2018-03,España,Telefonía fija,Líneas,Euskaltel,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,270785.0,0.6,
7624,2018-03,España,Telefonía fija,Líneas,Euskaltel,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,528908.0,1.1,
7625,2018-03,España,Telefonía fija,Líneas,Grupo MASMOVIL,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,29657.0,0.1,
7626,2018-03,España,Telefonía fija,Líneas,Grupo MASMOVIL,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,581581.0,1.2,
7627,2018-03,España,Telefonía fija,Líneas,Movistar,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,3596366.0,7.7,
7628,2018-03,España,Telefonía fija,Líneas,Movistar,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,5644938.0,12.1,
7629,2018-03,España,Telefonía fija,Líneas,Orange,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,459987.0,1.0,
7630,2018-03,España,Telefonía fija,Líneas,Orange,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,3587478.0,7.7,
7631,2018-03,España,Telefonía fija,Líneas,Vodafone,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,1465656.0,3.1,
7632,2018-03,España,Telefonía fija,Líneas,Vodafone,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,3252354.0,7.0,
7633,2018-03,España,Telefonía fija,Portabilidades,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,177000.0
7634,2018-03,España,Telefonía móvil,Líneas,Digi,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,62287.0,0.1,
7635,2018-03,España,Telefonía móvil,Líneas,Digi,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1011454.0,2.2,
7636,2018-03,España,Telefonía móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,4152221.0,8.9,
7637,2018-03,España,Telefonía móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1131527.0,2.4,
7638,2018-03,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,13975113.0,30.0,
7639,2018-03,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1817531.0,3.9,
7640,2018-03,España,Telefonía móvil,Líneas,N/A,N/A,N/A,N/A,Asociados a máquinas,N/A,N/A,N/A,Unidades,5156745.0,11.1,
7641,2018-03,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1146848.0,2.5,
7642,2018-03,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,2156802.0,4.6,
7643,2018-03,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,11154967.0,23.9,
7644,2018-03,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,2887042.0,6.2,
7645,2018-03,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,10501577.0,22.5,
7646,2018-03,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,2389582.0,5.1,
7647,2018-03,España,Telefonía móvil,Portabilidades,Digi,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,5723.0
7648,2018-03,España,Telefonía móvil,Portabilidades,Digi,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,19092.0
7649,2018-03,España,Telefonía móvil,Portabilidades,Grupo MASMOVIL,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,75047.0
7650,2018-03,España,Telefonía móvil,Portabilidades,Grupo MASMOVIL,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,142684.0
7651,2018-03,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,136520.0
7652,2018-03,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,116640.0
7653,2018-03,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,39946.0
7654,2018-03,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,53664.0
7655,2018-03,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,169495.0
7656,2018-03,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,141673.0
7657,2018-03,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,171204.0
7658,2018-03,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,124182.0
7659,2018-04,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Acceso indirecto sobre FTTH,N/A,Unidades,209468.0,,
7660,2018-04,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Acceso indirecto sobre HFC,N/A,Unidades,42049.0,,
7661,2018-04,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Accesos indirecto sobre par de cobre,N/A,Unidades,322600.0,,
7662,2018-04,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Bucle compartido,N/A,Unidades,35952.0,,
7663,2018-04,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Bucle desagregado,N/A,Unidades,2058817.0,,
7664,2018-04,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Concentración ATM/IP,N/A,Unidades,390950.0,,
7665,2018-04,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,NEBA cobre,N/A,Unidades,95317.0,,
7666,2018-04,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,NEBA FTTH,N/A,Unidades,1033287.0,,
7667,2018-04,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,NEBA Local,N/A,Unidades,8986.0,,
7668,2018-04,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Reventa,N/A,Unidades,11306.0,,
7669,2018-04,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,16787.0,0.0,
7670,2018-04,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,577484.0,1.2,
7671,2018-04,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,Otros accesos banda ancha fija,N/A,N/A,N/A,N/A,N/A,Unidades,640.0,0.0,
7672,2018-04,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,WIFI-WIMAX-LMDS,N/A,N/A,N/A,N/A,N/A,Unidades,1953.0,0.0,
7673,2018-04,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,15050.0,0.0,
7674,2018-04,España,Banda ancha fija minorista,Líneas,Grupo MASMOVIL,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,370984.0,0.8,
7675,2018-04,España,Banda ancha fija minorista,Líneas,Grupo MASMOVIL,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,318292.0,0.7,
7676,2018-04,España,Banda ancha fija minorista,Líneas,Movistar,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,3582965.0,7.7,
7677,2018-04,España,Banda ancha fija minorista,Líneas,Movistar,N/A,Otros accesos banda ancha fija,N/A,N/A,N/A,N/A,N/A,Unidades,165535.0,0.4,
7678,2018-04,España,Banda ancha fija minorista,Líneas,Movistar,N/A,WIFI-WIMAX-LMDS,N/A,N/A,N/A,N/A,N/A,Unidades,7790.0,0.0,
7679,2018-04,España,Banda ancha fija minorista,Líneas,Movistar,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,2177247.0,4.7,
7680,2018-04,España,Banda ancha fija minorista,Líneas,Orange,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,2439653.0,5.2,
7681,2018-04,España,Banda ancha fija minorista,Líneas,Orange,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,29793.0,0.1,
7682,2018-04,España,Banda ancha fija minorista,Líneas,Orange,N/A,Otros accesos banda ancha fija,N/A,N/A,N/A,N/A,N/A,Unidades,502.0,0.0,
7683,2018-04,España,Banda ancha fija minorista,Líneas,Orange,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,1494428.0,3.2,
7684,2018-04,España,Banda ancha fija minorista,Líneas,Resto,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,3496.0,0.0,
7685,2018-04,España,Banda ancha fija minorista,Líneas,Resto,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,2895.0,0.0,
7686,2018-04,España,Banda ancha fija minorista,Líneas,Vodafone,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,844576.0,1.8,
7687,2018-04,España,Banda ancha fija minorista,Líneas,Vodafone,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,1907211.0,4.1,
7688,2018-04,España,Banda ancha fija minorista,Líneas,Vodafone,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,584040.0,1.3,
7689,2018-04,España,Banda Ancha móvil,Líneas,Digi,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,70429.0,0.2,
7690,2018-04,España,Banda Ancha móvil,Líneas,Digi,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,881493.0,1.9,
7691,2018-04,España,Banda Ancha móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,4038401.0,8.7,
7692,2018-04,España,Banda Ancha móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,546801.0,1.2,
7693,2018-04,España,Banda Ancha móvil,Líneas,Movistar,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,12441371.0,26.7,
7694,2018-04,España,Banda Ancha móvil,Líneas,Movistar,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,364508.0,0.8,
7695,2018-04,España,Banda Ancha móvil,Líneas,N/A,N/A,N/A,N/A,N/A,Líneas exclusivas de datos,N/A,N/A,Unidades,1612954.0,3.5,
7696,2018-04,España,Banda Ancha móvil,Líneas,OMV,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1140246.0,2.4,
7697,2018-04,España,Banda Ancha móvil,Líneas,OMV,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1044231.0,2.2,
7698,2018-04,España,Banda Ancha móvil,Líneas,Orange,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,9882974.0,21.2,
7699,2018-04,España,Banda Ancha móvil,Líneas,Orange,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1741313.0,3.7,
7700,2018-04,España,Banda Ancha móvil,Líneas,Vodafone,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,9359444.0,20.1,
7701,2018-04,España,Banda Ancha móvil,Líneas,Vodafone,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1366212.0,2.9,
7702,2018-04,España,Telefonía fija,Líneas,Euskaltel,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,270355.0,0.6,
7703,2018-04,España,Telefonía fija,Líneas,Euskaltel,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,529140.0,1.1,
7704,2018-04,España,Telefonía fija,Líneas,Grupo MASMOVIL,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,29458.0,0.1,
7705,2018-04,España,Telefonía fija,Líneas,Grupo MASMOVIL,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,622407.0,1.3,
7706,2018-04,España,Telefonía fija,Líneas,Movistar,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,3591417.0,7.7,
7707,2018-04,España,Telefonía fija,Líneas,Movistar,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,5619804.0,12.0,
7708,2018-04,España,Telefonía fija,Líneas,Orange,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,462433.0,1.0,
7709,2018-04,España,Telefonía fija,Líneas,Orange,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,3579148.0,7.7,
7710,2018-04,España,Telefonía fija,Líneas,Vodafone,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,1468392.0,3.1,
7711,2018-04,España,Telefonía fija,Líneas,Vodafone,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,3241826.0,6.9,
7712,2018-04,España,Telefonía fija,Portabilidades,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,214050.0
7713,2018-04,España,Telefonía móvil,Líneas,Digi,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,70742.0,0.2,
7714,2018-04,España,Telefonía móvil,Líneas,Digi,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1043322.0,2.2,
7715,2018-04,España,Telefonía móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,4221450.0,9.0,
7716,2018-04,España,Telefonía móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1221311.0,2.6,
7717,2018-04,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,13994046.0,30.0,
7718,2018-04,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1768424.0,3.8,
7719,2018-04,España,Telefonía móvil,Líneas,N/A,N/A,N/A,N/A,Asociados a máquinas,N/A,N/A,N/A,Unidades,5258231.0,11.3,
7720,2018-04,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1155196.0,2.5,
7721,2018-04,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,2150994.0,4.6,
7722,2018-04,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,11162570.0,23.9,
7723,2018-04,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,2850735.0,6.1,
7724,2018-04,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,10522111.0,22.6,
7725,2018-04,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,2345114.0,5.0,
7726,2018-04,España,Telefonía móvil,Portabilidades,Digi,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,5106.0
7727,2018-04,España,Telefonía móvil,Portabilidades,Digi,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,23952.0
7728,2018-04,España,Telefonía móvil,Portabilidades,Grupo MASMOVIL,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,74586.0
7729,2018-04,España,Telefonía móvil,Portabilidades,Grupo MASMOVIL,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,135015.0
7730,2018-04,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,131742.0
7731,2018-04,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,109968.0
7732,2018-04,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,31974.0
7733,2018-04,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,51672.0
7734,2018-04,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,172294.0
7735,2018-04,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,148637.0
7736,2018-04,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,174567.0
7737,2018-04,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,121025.0
7738,2018-05,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Acceso indirecto sobre FTTH,N/A,Unidades,223002.0,,
7739,2018-05,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Acceso indirecto sobre HFC,N/A,Unidades,41593.0,,
7740,2018-05,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Accesos indirecto sobre par de cobre,N/A,Unidades,325138.0,,
7741,2018-05,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Bucle compartido,N/A,Unidades,34472.0,,
7742,2018-05,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Bucle desagregado,N/A,Unidades,1992518.0,,
7743,2018-05,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Concentración ATM/IP,N/A,Unidades,382522.0,,
7744,2018-05,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,NEBA cobre,N/A,Unidades,94909.0,,
7745,2018-05,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,NEBA FTTH,N/A,Unidades,1065423.0,,
7746,2018-05,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,NEBA Local,N/A,Unidades,30785.0,,
7747,2018-05,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Reventa,N/A,Unidades,11252.0,,
7748,2018-05,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,17269.0,0.0,
7749,2018-05,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,579277.0,1.2,
7750,2018-05,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,Otros accesos banda ancha fija,N/A,N/A,N/A,N/A,N/A,Unidades,629.0,0.0,
7751,2018-05,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,WIFI-WIMAX-LMDS,N/A,N/A,N/A,N/A,N/A,Unidades,1907.0,0.0,
7752,2018-05,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,14897.0,0.0,
7753,2018-05,España,Banda ancha fija minorista,Líneas,Grupo MASMOVIL,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,401647.0,0.9,
7754,2018-05,España,Banda ancha fija minorista,Líneas,Grupo MASMOVIL,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,320504.0,0.7,
7755,2018-05,España,Banda ancha fija minorista,Líneas,Movistar,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,3626021.0,7.8,
7756,2018-05,España,Banda ancha fija minorista,Líneas,Movistar,N/A,Otros accesos banda ancha fija,N/A,N/A,N/A,N/A,N/A,Unidades,171870.0,0.4,
7757,2018-05,España,Banda ancha fija minorista,Líneas,Movistar,N/A,WIFI-WIMAX-LMDS,N/A,N/A,N/A,N/A,N/A,Unidades,5917.0,0.0,
7758,2018-05,España,Banda ancha fija minorista,Líneas,Movistar,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,2133177.0,4.6,
7759,2018-05,España,Banda ancha fija minorista,Líneas,Orange,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,2487014.0,5.3,
7760,2018-05,España,Banda ancha fija minorista,Líneas,Orange,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,29334.0,0.1,
7761,2018-05,España,Banda ancha fija minorista,Líneas,Orange,N/A,Otros accesos banda ancha fija,N/A,N/A,N/A,N/A,N/A,Unidades,496.0,0.0,
7762,2018-05,España,Banda ancha fija minorista,Líneas,Orange,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,1449025.0,3.1,
7763,2018-05,España,Banda ancha fija minorista,Líneas,Resto,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,3543.0,0.0,
7764,2018-05,España,Banda ancha fija minorista,Líneas,Resto,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,2883.0,0.0,
7765,2018-05,España,Banda ancha fija minorista,Líneas,Vodafone,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,878912.0,1.9,
7766,2018-05,España,Banda ancha fija minorista,Líneas,Vodafone,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,1888297.0,4.0,
7767,2018-05,España,Banda ancha fija minorista,Líneas,Vodafone,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,550720.0,1.2,
7768,2018-05,España,Banda Ancha móvil,Líneas,Digi,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,80088.0,0.2,
7769,2018-05,España,Banda Ancha móvil,Líneas,Digi,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,961127.0,2.1,
7770,2018-05,España,Banda Ancha móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,4067693.0,8.7,
7771,2018-05,España,Banda Ancha móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,544110.0,1.2,
7772,2018-05,España,Banda Ancha móvil,Líneas,Movistar,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,12515962.0,26.8,
7773,2018-05,España,Banda Ancha móvil,Líneas,Movistar,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,339707.0,0.7,
7774,2018-05,España,Banda Ancha móvil,Líneas,N/A,N/A,N/A,N/A,N/A,Líneas exclusivas de datos,N/A,N/A,Unidades,1630633.0,3.5,
7775,2018-05,España,Banda Ancha móvil,Líneas,OMV,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1141251.0,2.4,
7776,2018-05,España,Banda Ancha móvil,Líneas,OMV,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1072658.0,2.3,
7777,2018-05,España,Banda Ancha móvil,Líneas,Orange,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,9879863.0,21.2,
7778,2018-05,España,Banda Ancha móvil,Líneas,Orange,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1623382.0,3.5,
7779,2018-05,España,Banda Ancha móvil,Líneas,Vodafone,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,9363287.0,20.1,
7780,2018-05,España,Banda Ancha móvil,Líneas,Vodafone,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1349373.0,2.9,
7781,2018-05,España,Telefonía fija,Líneas,Euskaltel,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,269955.0,0.6,
7782,2018-05,España,Telefonía fija,Líneas,Euskaltel,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,529198.0,1.1,
7783,2018-05,España,Telefonía fija,Líneas,Grupo MASMOVIL,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,29694.0,0.1,
7784,2018-05,España,Telefonía fija,Líneas,Grupo MASMOVIL,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,653368.0,1.4,
7785,2018-05,España,Telefonía fija,Líneas,Movistar,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,3585863.0,7.7,
7786,2018-05,España,Telefonía fija,Líneas,Movistar,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,5602598.0,12.0,
7787,2018-05,España,Telefonía fija,Líneas,Orange,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,465158.0,1.0,
7788,2018-05,España,Telefonía fija,Líneas,Orange,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,3577509.0,7.7,
7789,2018-05,España,Telefonía fija,Líneas,Vodafone,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,1449296.0,3.1,
7790,2018-05,España,Telefonía fija,Líneas,Vodafone,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,3221790.0,6.9,
7791,2018-05,España,Telefonía fija,Portabilidades,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,198888.0
7792,2018-05,España,Telefonía móvil,Líneas,Digi,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,80112.0,0.2,
7793,2018-05,España,Telefonía móvil,Líneas,Digi,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1088758.0,2.3,
7794,2018-05,España,Telefonía móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,4293368.0,9.2,
7795,2018-05,España,Telefonía móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1286679.0,2.8,
7796,2018-05,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,14044239.0,30.1,
7797,2018-05,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1736436.0,3.7,
7798,2018-05,España,Telefonía móvil,Líneas,N/A,N/A,N/A,N/A,Asociados a máquinas,N/A,N/A,N/A,Unidades,5365532.0,11.5,
