_id,mes,pais,servicio,concepto,operador,segmento,tecnologia_de_acceso,contrato,terminal_de_telefonia_movil,linea_ba_movil,tipo_de_ba_mayorista,tipo_de_portabilidad,unidades,lineas,tasa_de_penetracion,portabilidades
7446,2018-01,España,Banda ancha fija minorista,Líneas,Orange,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,1644641.0,3.5,
7447,2018-01,España,Banda ancha fija minorista,Líneas,Resto,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,3500.0,0.0,
7448,2018-01,España,Banda ancha fija minorista,Líneas,Resto,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,2895.0,0.0,
7449,2018-01,España,Banda ancha fija minorista,Líneas,Vodafone,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,755744.0,1.6,
7450,2018-01,España,Banda ancha fija minorista,Líneas,Vodafone,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,1951461.0,4.2,
7451,2018-01,España,Banda ancha fija minorista,Líneas,Vodafone,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,644212.0,1.4,
7452,2018-01,España,Banda Ancha móvil,Líneas,Digi,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,50556.0,0.1,
7453,2018-01,España,Banda Ancha móvil,Líneas,Digi,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,812406.0,1.7,
7454,2018-01,España,Banda Ancha móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,3897384.0,8.4,
7455,2018-01,España,Banda Ancha móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,585008.0,1.3,
7456,2018-01,España,Banda Ancha móvil,Líneas,Movistar,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,12246659.0,26.2,
7457,2018-01,España,Banda Ancha móvil,Líneas,Movistar,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,438425.0,0.9,
7458,2018-01,España,Banda Ancha móvil,Líneas,N/A,N/A,N/A,N/A,N/A,Líneas exclusivas de datos,N/A,N/A,Unidades,1742672.0,3.7,
7459,2018-01,España,Banda Ancha móvil,Líneas,OMV,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1121849.0,2.4,
7460,2018-01,España,Banda Ancha móvil,Líneas,OMV,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1050529.0,2.3,
7461,2018-01,España,Banda Ancha móvil,Líneas,Orange,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,9888985.0,21.2,
7462,2018-01,España,Banda Ancha móvil,Líneas,Orange,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1640030.0,3.5,
7463,2018-01,España,Banda Ancha móvil,Líneas,Vodafone,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,9191865.0,19.7,
7464,2018-01,España,Banda Ancha móvil,Líneas,Vodafone,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1469012.0,3.1,
7465,2018-01,España,Telefonía fija,Líneas,Euskaltel,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,270629.0,0.6,
7466,2018-01,España,Telefonía fija,Líneas,Euskaltel,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,529711.0,1.1,
7467,2018-01,España,Telefonía fija,Líneas,Grupo MASMOVIL,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,30487.0,0.1,
7468,2018-01,España,Telefonía fija,Líneas,Grupo MASMOVIL,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,486934.0,1.0,
7469,2018-01,España,Telefonía fija,Líneas,Movistar,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,3612706.0,7.7,
7470,2018-01,España,Telefonía fija,Líneas,Movistar,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,5693407.0,12.2,
7471,2018-01,España,Telefonía fija,Líneas,Orange,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,453852.0,1.0,
7472,2018-01,España,Telefonía fija,Líneas,Orange,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,3607494.0,7.7,
7473,2018-01,España,Telefonía fija,Líneas,Vodafone,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,1447758.0,3.1,
7474,2018-01,España,Telefonía fija,Líneas,Vodafone,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,3279592.0,7.0,
7475,2018-01,España,Telefonía fija,Portabilidades,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,224042.0
7476,2018-01,España,Telefonía móvil,Líneas,Digi,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,51476.0,0.1,
7477,2018-01,España,Telefonía móvil,Líneas,Digi,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,967916.0,2.1,
7478,2018-01,España,Telefonía móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,3980108.0,8.5,
7479,2018-01,España,Telefonía móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1118067.0,2.4,
7480,2018-01,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,13846027.0,29.7,
7481,2018-01,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1876434.0,4.0,
7482,2018-01,España,Telefonía móvil,Líneas,N/A,N/A,N/A,N/A,Asociados a máquinas,N/A,N/A,N/A,Unidades,5006818.0,10.7,
7483,2018-01,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1156717.0,2.5,
7484,2018-01,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,2222442.0,4.8,
7485,2018-01,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,11153583.0,23.9,
7486,2018-01,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,2815824.0,6.0,
7487,2018-01,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,10443957.0,22.4,
7488,2018-01,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,2484781.0,5.3,
7489,2018-01,España,Telefonía móvil,Portabilidades,Digi,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,5226.0
7490,2018-01,España,Telefonía móvil,Portabilidades,Digi,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,17486.0
7491,2018-01,España,Telefonía móvil,Portabilidades,Grupo MASMOVIL,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,81855.0
7492,2018-01,España,Telefonía móvil,Portabilidades,Grupo MASMOVIL,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,147227.0
7493,2018-01,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,166592.0
7494,2018-01,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,145951.0
7495,2018-01,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,38834.0
7496,2018-01,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,45078.0
7497,2018-01,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,193438.0
7498,2018-01,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,183323.0
7499,2018-01,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,202029.0
7500,2018-01,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,148909.0
7501,2018-02,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Acceso indirecto sobre FTTH,N/A,Unidades,200555.0,,
7502,2018-02,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Acceso indirecto sobre HFC,N/A,Unidades,41826.0,,
7503,2018-02,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Accesos indirecto sobre par de cobre,N/A,Unidades,316752.0,,
7504,2018-02,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Bucle compartido,N/A,Unidades,38938.0,,
7505,2018-02,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Bucle desagregado,N/A,Unidades,2168246.0,,
7506,2018-02,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Concentración ATM/IP,N/A,Unidades,412541.0,,
7507,2018-02,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,NEBA cobre,N/A,Unidades,95212.0,,
7508,2018-02,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,NEBA FTTH,N/A,Unidades,955108.0,,
7509,2018-02,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,NEBA Local,N/A,Unidades,119.0,,
7510,2018-02,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Reventa,N/A,Unidades,11474.0,,
7511,2018-02,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,15770.0,0.0,
7512,2018-02,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,574912.0,1.2,
7513,2018-02,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,Otros accesos banda ancha fija,N/A,N/A,N/A,N/A,N/A,Unidades,676.0,0.0,
7514,2018-02,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,WIFI-WIMAX-LMDS,N/A,N/A,N/A,N/A,N/A,Unidades,2049.0,0.0,
7515,2018-02,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,14479.0,0.0,
7516,2018-02,España,Banda ancha fija minorista,Líneas,Grupo MASMOVIL,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,295413.0,0.6,
7517,2018-02,España,Banda ancha fija minorista,Líneas,Grupo MASMOVIL,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,312353.0,0.7,
7518,2018-02,España,Banda ancha fija minorista,Líneas,Movistar,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,3507986.0,7.5,
7519,2018-02,España,Banda ancha fija minorista,Líneas,Movistar,N/A,Otros accesos banda ancha fija,N/A,N/A,N/A,N/A,N/A,Unidades,153005.0,0.3,
7520,2018-02,España,Banda ancha fija minorista,Líneas,Movistar,N/A,WIFI-WIMAX-LMDS,N/A,N/A,N/A,N/A,N/A,Unidades,8852.0,0.0,
7521,2018-02,España,Banda ancha fija minorista,Líneas,Movistar,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,2264689.0,4.9,
7522,2018-02,España,Banda ancha fija minorista,Líneas,Orange,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,2357015.0,5.1,
7523,2018-02,España,Banda ancha fija minorista,Líneas,Orange,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,29432.0,0.1,
7524,2018-02,España,Banda ancha fija minorista,Líneas,Orange,N/A,Otros accesos banda ancha fija,N/A,N/A,N/A,N/A,N/A,Unidades,514.0,0.0,
7525,2018-02,España,Banda ancha fija minorista,Líneas,Orange,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,1587502.0,3.4,
7526,2018-02,España,Banda ancha fija minorista,Líneas,Resto,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,3515.0,0.0,
7527,2018-02,España,Banda ancha fija minorista,Líneas,Resto,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,2900.0,0.0,
7528,2018-02,España,Banda ancha fija minorista,Líneas,Vodafone,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,784044.0,1.7,
7529,2018-02,España,Banda ancha fija minorista,Líneas,Vodafone,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,1931926.0,4.1,
7530,2018-02,España,Banda ancha fija minorista,Líneas,Vodafone,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,626689.0,1.3,
7531,2018-02,España,Banda Ancha móvil,Líneas,Digi,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,55261.0,0.1,
7532,2018-02,España,Banda Ancha móvil,Líneas,Digi,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,830184.0,1.8,
7533,2018-02,España,Banda Ancha móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,3925117.0,8.4,
7534,2018-02,España,Banda Ancha móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,574197.0,1.2,
7535,2018-02,España,Banda Ancha móvil,Líneas,Movistar,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,12334828.0,26.4,
7536,2018-02,España,Banda Ancha móvil,Líneas,Movistar,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,420755.0,0.9,
7537,2018-02,España,Banda Ancha móvil,Líneas,N/A,N/A,N/A,N/A,N/A,Líneas exclusivas de datos,N/A,N/A,Unidades,1740356.0,3.7,
7538,2018-02,España,Banda Ancha móvil,Líneas,OMV,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1128915.0,2.4,
7539,2018-02,España,Banda Ancha móvil,Líneas,OMV,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1022126.0,2.2,
7540,2018-02,España,Banda Ancha móvil,Líneas,Orange,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,9878739.0,21.2,
7541,2018-02,España,Banda Ancha móvil,Líneas,Orange,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1738364.0,3.7,
7542,2018-02,España,Banda Ancha móvil,Líneas,Vodafone,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,9204659.0,19.7,
7543,2018-02,España,Banda Ancha móvil,Líneas,Vodafone,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1428083.0,3.1,
7544,2018-02,España,Telefonía fija,Líneas,Euskaltel,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,271049.0,0.6,
7545,2018-02,España,Telefonía fija,Líneas,Euskaltel,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,529413.0,1.1,
7546,2018-02,España,Telefonía fija,Líneas,Grupo MASMOVIL,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,30496.0,0.1,
7547,2018-02,España,Telefonía fija,Líneas,Grupo MASMOVIL,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,544588.0,1.2,
7548,2018-02,España,Telefonía fija,Líneas,Movistar,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,3607003.0,7.7,
7549,2018-02,España,Telefonía fija,Líneas,Movistar,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,5670792.0,12.2,
7550,2018-02,España,Telefonía fija,Líneas,Orange,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,457501.0,1.0,
7551,2018-02,España,Telefonía fija,Líneas,Orange,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,3597385.0,7.7,
7552,2018-02,España,Telefonía fija,Líneas,Vodafone,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,1458329.0,3.1,
7553,2018-02,España,Telefonía fija,Líneas,Vodafone,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,3263003.0,7.0,
7554,2018-02,España,Telefonía fija,Portabilidades,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,173552.0
7555,2018-02,España,Telefonía móvil,Líneas,Digi,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,56058.0,0.1,
7556,2018-02,España,Telefonía móvil,Líneas,Digi,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,983000.0,2.1,
7557,2018-02,España,Telefonía móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,4071794.0,8.7,
7558,2018-02,España,Telefonía móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1125387.0,2.4,
7559,2018-02,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,13916081.0,29.8,
7560,2018-02,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1840441.0,3.9,
7561,2018-02,España,Telefonía móvil,Líneas,N/A,N/A,N/A,N/A,Asociados a máquinas,N/A,N/A,N/A,Unidades,5081435.0,10.9,
7562,2018-02,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,1162228.0,2.5,
7563,2018-02,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,2154112.0,4.6,
7564,2018-02,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,11146347.0,23.9,
7565,2018-02,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,2902455.0,6.2,
7566,2018-02,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,10451741.0,22.4,
7567,2018-02,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,2432068.0,5.2,
7568,2018-02,España,Telefonía móvil,Portabilidades,Digi,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,5210.0
7569,2018-02,España,Telefonía móvil,Portabilidades,Digi,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,14740.0
7570,2018-02,España,Telefonía móvil,Portabilidades,Grupo MASMOVIL,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,66304.0
7571,2018-02,España,Telefonía móvil,Portabilidades,Grupo MASMOVIL,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,146914.0
7572,2018-02,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,136674.0
7573,2018-02,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,121478.0
7574,2018-02,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,36885.0
7575,2018-02,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,46408.0
7576,2018-02,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,170840.0
7577,2018-02,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,136073.0
7578,2018-02,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,158208.0
7579,2018-02,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,108508.0
7580,2018-03,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Acceso indirecto sobre FTTH,N/A,Unidades,212276.0,,
7581,2018-03,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Acceso indirecto sobre HFC,N/A,Unidades,41763.0,,
7582,2018-03,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Accesos indirecto sobre par de cobre,N/A,Unidades,324040.0,,
7583,2018-03,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Bucle compartido,N/A,Unidades,37294.0,,
7584,2018-03,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Bucle desagregado,N/A,Unidades,2114798.0,,
7585,2018-03,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Concentración ATM/IP,N/A,Unidades,400765.0,,
7586,2018-03,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,NEBA cobre,N/A,Unidades,95222.0,,
7587,2018-03,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,NEBA FTTH,N/A,Unidades,995389.0,,
7588,2018-03,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,NEBA Local,N/A,Unidades,359.0,,
7589,2018-03,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Reventa,N/A,Unidades,11472.0,,
7590,2018-03,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,16082.0,0.0,
7591,2018-03,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,576097.0,1.2,
7592,2018-03,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,Otros accesos banda ancha fija,N/A,N/A,N/A,N/A,N/A,Unidades,652.0,0.0,
7593,2018-03,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,WIFI-WIMAX-LMDS,N/A,N/A,N/A,N/A,N/A,Unidades,2011.0,0.0,
7594,2018-03,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,14389.0,0.0,
7595,2018-03,España,Banda ancha fija minorista,Líneas,Grupo MASMOVIL,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,330351.0,0.7,
7596,2018-03,España,Banda ancha fija minorista,Líneas,Grupo MASMOVIL,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,315985.0,0.7,
7597,2018-03,España,Banda ancha fija minorista,Líneas,Movistar,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,3547151.0,7.6,
7598,2018-03,España,Banda ancha fija minorista,Líneas,Movistar,N/A,Otros accesos banda ancha fija,N/A,N/A,N/A,N/A,N/A,Unidades,159016.0,0.3,
7599,2018-03,España,Banda ancha fija minorista,Líneas,Movistar,N/A,WIFI-WIMAX-LMDS,N/A,N/A,N/A,N/A,N/A,Unidades,8150.0,0.0,
7600,2018-03,España,Banda ancha fija minorista,Líneas,Movistar,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,2218044.0,4.8,
7601,2018-03,España,Banda ancha fija minorista,Líneas,Orange,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,2398127.0,5.1,
7602,2018-03,España,Banda ancha fija minorista,Líneas,Orange,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,30180.0,0.1,
7603,2018-03,España,Banda ancha fija minorista,Líneas,Orange,N/A,Otros accesos banda ancha fija,N/A,N/A,N/A,N/A,N/A,Unidades,508.0,0.0,
7604,2018-03,España,Banda ancha fija minorista,Líneas,Orange,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,1537478.0,3.3,
7605,2018-03,España,Banda ancha fija minorista,Líneas,Resto,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,3520.0,0.0,
7606,2018-03,España,Banda ancha fija minorista,Líneas,Resto,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,2898.0,0.0,
7607,2018-03,España,Banda ancha fija minorista,Líneas,Vodafone,N/A,FTTH,N/A,N/A,N/A,N/A,N/A,Unidades,812337.0,1.7,
7608,2018-03,España,Banda ancha fija minorista,Líneas,Vodafone,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,1918557.0,4.1,
7609,2018-03,España,Banda ancha fija minorista,Líneas,Vodafone,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,609393.0,1.3,
7610,2018-03,España,Banda Ancha móvil,Líneas,Digi,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,61347.0,0.1,
7611,2018-03,España,Banda Ancha móvil,Líneas,Digi,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,854882.0,1.8,
7612,2018-03,España,Banda Ancha móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,4008068.0,8.6,
7613,2018-03,España,Banda Ancha móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,556355.0,1.2,
7614,2018-03,España,Banda Ancha móvil,Líneas,Movistar,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,12405869.0,26.6,
7615,2018-03,España,Banda Ancha móvil,Líneas,Movistar,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,396321.0,0.8,
7616,2018-03,España,Banda Ancha móvil,Líneas,N/A,N/A,N/A,N/A,N/A,Líneas exclusivas de datos,N/A,N/A,Unidades,1586417.0,3.4,
7617,2018-03,España,Banda Ancha móvil,Líneas,OMV,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1136667.0,2.4,
7618,2018-03,España,Banda Ancha móvil,Líneas,OMV,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1041282.0,2.2,
7619,2018-03,España,Banda Ancha móvil,Líneas,Orange,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,9879309.0,21.2,
7620,2018-03,España,Banda Ancha móvil,Líneas,Orange,N/A,N/A,Prepago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,1746760.0,3.7,
7621,2018-03,España,Banda Ancha móvil,Líneas,Vodafone,N/A,N/A,Pospago,N/A,Líneas de voz y datos,N/A,N/A,Unidades,9318515.0,20.0,
